,Work Title,Composer,Opus/Catalogue Number,I-Catalogue Number,Key,Movements/Sections,Composer Time Period,Piece Style,Instrumentation,url,Alternative Title,Year/Date of Composition,Name Translations,Authorities,Average Duration,First Publication,Dedication,Name Aliases,Language,Copyright Information
04457,Elegy No.1,"Liszt, Franz",S.196 ; LW.A266,IFL 89,A-flat major,1 elegy (Andante),Romantic,Romantic,Piano,"https://imslp.org/wiki/Elegy_No.1,_S.196_(Liszt,_Franz)","Première Élégie, Erstes Elegie",1874,,,,".
1875 – Leipzig:
C.F. Kahnt","Maria Kalergis
(1822–1874), in memoriam",,,
289903,Intermezzi,"Schumann, Robert",Op.4 (Originally Op.3),IRS 64,,"6 pieces
Allegro quasi maestoso (A major)
Presto a capriccio (E minor)
Allegro marcato (A minor)
Allegro semplice (C major)
Allegro moderato (D minor)
Allegro (B minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Intermezzi,_Op.4_(Schumann,_Robert)",Pièces phantastiques,1832,"Intermezzi op.4
;
Sechs Intermezzi","BNF
:
139189958",,".
1833","Johann Wenzel Kalliwoda
(1801–1866)","Intermezzi per il Pianoforte
;
Intermezzi, Op. 4",,
465542,Romance oubliée,"Liszt, Franz",S.527,IFL 331,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Romance_oubli%C3%A9e,_S.527_(Liszt,_Franz)",,"1880 ca. (First draft), 1880 (Second version)",,,3-6 minutes,".
1881 - Simon",,,,
419639,Piano Sonata No.18,"Beethoven, Ludwig van",Op.31 No.3,ILB 179,E-flat major,"4 movements:
Allegro (E
♭
major)
Scherzo. Allegretto vivace (A
♭
major)
Minuet. Moderato e grazioso - Trio (E
♭
major)
Presto con fuoco (E
♭
major)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.18,_Op.31_No.3_(Beethoven,_Ludwig_van)",The Hunt,1801-02,"Piano Sonata No. 18
;
Klaviersonate Nr. 18
;
Sonata para piano n.º 18
;
Sonate pour piano nº 18 de Beethoven
;
Sonata per pianoforte n. 18
;
ピアノソナタ第18番
;
Pianosonate nr. 18
;
Sonata fortepianowa nr 18 Beethovena
;
Соната для фортепиано № 18
;
Соната для фортепіано № 18
;
Sonata per a piano núm. 18
;
Σονάτα για πιάνο No. 18
;
피아노 소나타 18번
;
第18號鋼琴奏鳴曲 (貝多芬)
;
Pianosonaatti nro 18 (Beethoven)","WorldCat
;
Wikipedia
;
LCCN
:
n78060855
;
GND
:
300016735
;
BNF
:
14818513z",22-23 minutes,".
1802",,"La caccia (apocrifo)
;
Piano Sonata No. 18 in E-flat Major, Op. 31, No. 3
;
Pianosonate nr. 18 (Beethoven)
;
Sonata para piano n.º 18 en mi bemol mayor, Op. 31 n.º 3",,
04399,Pastorale in F major,"Bach, Johann Sebastian",BWV 590 ; BC J 81,IJB 469,F major,"4 sections:
[Alla Siciliana]
[Allemande]
[Aria]
[Alla Gigue]",Baroque,Baroque,Piano,"https://imslp.org/wiki/Pastorale_in_F_major,_BWV_590_(Bach,_Johann_Sebastian)",Pastorella in F,1720? after,,,,".
1845? –
Compositionen für die Orgel
- Leipzig:
Edition Peters",,,,
517181,3 Pieces,"Scriabin, Aleksandr",Op.2,IAS 39,see below,"3 pieces:
Etude (C
♯
minor)
Prelude (B major)
Impromptu à la Mazur (C major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/3_Pieces,_Op.2_(Scriabin,_Aleksandr)",3 Morceaux,1889,"Trois morceaux op. 2
;
Drei Stücke op.2
;
Three Pieces, Op. 2",,,".
1894 – Moscow: Jurgenson, Plates 18904, 19261a-b",,"Drei Stücke
;
3 Stücke
;
3 Pieces, Op. 2
;
3 morceaux",,
113998,Nocturnes,"Chopin, Frédéric",Op.15,IFC 66,,"3 nocturnes:
Andante cantabile (F major)
Larghetto (F-sharp major)
Lento (G minor)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Nocturnes,_Op.15_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1830-33,"Nocturnes Op. 15
;
Nocturnes, Op. 15
;
3 Notturni op. 15
;
夜曲Op. 15
;
녹턴, Op. 15
;
Nocturns op. 15
;
Nokturny op. 15
;
المقطوعة الحالمة Op.15
;
น็อกเทินส์ โอพัสที่ 15 (ชอแป็ง)
;
Νυχτερινά, Op. 15
;
Nocturne, Op. 15 (Chopin)
;
Nocturnos, op. 15","WorldCat
;
Wikipedia
;
VIAF
:
175222964
;
LCCN
:
no2001061983",,".
1833-34",Ferdinand Hiller,المقطوعة الحالمة Op.١٥ (شوبان),,
109690,Keyboard Sonata,"Haydn, Joseph","Hob.XVI:42
; Op.37 No.3",IJH 270,"board Sonata
Alt
ernative
.
Title
Klaviersonate Nr.56
Composer
Haydn, Joseph
Opus/Catalogue Number
Op./Cat. No.
Hob.XVI:42
; Op.37 No.3
I-Catalogue Number
I-Cat. No.
IJH 270
Key
D major","2 movements
Andante con espressione (D major)
Vivace assai (D major)",Classical,Classical,Piano,"https://imslp.org/wiki/Keyboard_Sonata_in_D_major,_Hob.XVI:42_(Haydn,_Joseph)",Klaviersonate Nr.56,1784,,,,".
1784",,,,
00887,Variation on a Waltz by Diabelli,"Schubert, Franz",D.718,IFS 797,C major,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Variation_on_a_Waltz_by_Diabelli,_D.718_(Schubert,_Franz)",,,,,,,,,,
16688,Minuet with 2 Trios,"Schubert, Franz",D.335,IFS 509,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Minuet_in_E_major,_D.335_(Schubert,_Franz)",,1816 ca.,,,,".
1897",,,,
00225,Piano Sonata No.15,"Mozart, Wolfgang Amadeus","K.533 (Nos.1-2), K.494 (No.3)",IWM 415,F major,"3 movements:
1. Allegro (F major)
2. Andante (B
♭
major)
3. Rondo. Allegretto (F major)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.15_in_F_major,_K.533/494_(Mozart,_Wolfgang_Amadeus)",,1786 (No.3) ; 1788 (Nos.1-2),"Pianosonate nr. 15
;
Piano Sonata No. 15
;
Sonata para piano n.º 15
;
ピアノソナタK.533/494
;
Соната для фортепіано № 15
;
Sonata per a piano núm. 15
;
Sonata per pianoforte n. 15
;
Klaviersonate Nr. 15
;
Sonate pour piano nº 15 de Mozart
;
Klaviersonate nr. 15 (Mozart)
;
Σονάτα για πιάνο No. 15
;
피아노 소나타 15번
;
Соната для клавира № 15 (Моцарт)","Wikipedia
;
BNF
:
14790084n",,".
1788 – Wien: Franz Anton Hoffmeister (pl. 142)",,Pianosonate nr. 15 (Mozart),,
18994,6 Partitas,"Bach, Johann Sebastian",BWV 825–830 ; BC L 1–6 ; Op.1,"None
[
force assignment
]",,"6 partitas:
Partita in B-flat major, BWV 825
Partita in C minor, BWV 826
Partita in A minor, BWV 827
Partita in D major, BWV 828
Partita in G major, BWV 829
Partita in E minor, BWV 830",Baroque,Baroque,Piano,"https://imslp.org/wiki/6_Partitas,_BWV_825-830_(Bach,_Johann_Sebastian)",Clavier-Übung I,"1725-30
BWV 825: Autumn 1726
BWV 827: Easter 1727
BWV 828: 1728
BWV 829-830: 1730","Partitas, BWV 825–830
;
Partitaer, BWV 825-830
;
パルティータ
;
Partitas pour clavier
;
Partitas for keyboard
;
Zes partita's
;
Partite per clavicembalo
;
Partitas para teclado
;
鍵盤觸技曲
;
Partites per a teclat
;
건반악기를 위한 파르티타
;
Партиты для клавира","Wikipedia
;
BNF
:
13909935f",,".
1726-30 (individually); 1731 as a set
(Clavier-Übung I)",,"Partita's
;
Duitse suites
;
Zes partita's (Bach)
;
Suite tedesche
;
鍵盤組曲
;
帕蒂塔组曲
;
Partitas para teclado, BWV 825-830",,
335600,Chromatic Fantasia and Fugue,"Bach, Johann Sebastian",BWV 903 ; BC L 134,IJB 76,D minor,"2 sections:
Fantasia
Fugue",Baroque,Baroque,Piano,"https://imslp.org/wiki/Chromatic_Fantasia_and_Fugue,_BWV_903_(Bach,_Johann_Sebastian)",Chromatische Fantasie und Fuge,,"Kromata fantazio kaj fugo (Bach)
;
Chromatische Fantasie und Fuge (Bach)
;
Kromatisk fantasi og fuge (Bach)
;
Fantaisie chromatique et fugue
;
Χρωματική Φαντασία και Φούγκα
;
半音階的幻想曲とフーガ
;
半音階幻想曲與賦格
;
Fantasía cromática y fuga
;
Fantezie cromatică și fugă
;
반음계적 환상곡과 푸가","WorldCat
;
Wikipedia
;
LCCN
:
n81104088
;
BNF
:
13909965c",,".
1802",,"Fantaisie chromatique et fugue de Bach
;
Chromatic Fantasia and Fugue in D Minor, BWV 903",,
53040,13 Variations on 'Es war einmal ein alter Mann',"Beethoven, Ludwig van",WoO 66,ILB 301,A major,"Theme, 13 variations:
Theme. Allegretto (A major)
Variation 1 (A major)
Variation 2 (A major)
Variation 3. Commodetta (A major)
Variation 4 (A major)
Variation 5. Risoluto (A major)
Variation 6. Espressivo (A minor)
Variation 7. Allegro non molto (A major)
Variation 8. Tempo primo (A major)
Variation 9. Con spirito (A major)
Variation 10 (A major)
Variation 11. Allegro (A major)
Variation 12. Allegro non tanto, con grazia (A major)
Variation 13. Marcia vivace (A major)",Classical,Classical,Piano,"https://imslp.org/wiki/13_Variations_on_%27Es_war_einmal_ein_alter_Mann%27,_WoO_66_(Beethoven,_Ludwig_van)",,,,,,,,,,
171211,Sonata In E-flat minor,"Scriabin, Aleksandr",,IAS 28,E-flat minor,"3 movements:
Allegro appassionato
Andantino
Presto",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_In_E-flat_minor_(Scriabin,_Aleksandr)",,1889,sonate pour piano en mi bémol mineur,,,".
1970?",,,,
00756,Invention in F minor,"Bach, Johann Sebastian",BWV 780 ; BC L 35,IJB 847,F minor,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_F_minor,_BWV_780_(Bach,_Johann_Sebastian)",Inventio 9,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.9)",,,,
08405,Mazurka in B minor,"Scriabin, Aleksandr",,IAS 19,,,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mazurka_in_B_minor_(Scriabin,_Aleksandr)",,1889,,,,".
1947-53",,,,
03184,Piano Sonata No.23,"Beethoven, Ludwig van",Op.57,ILB 184,F minor,"3 movements:
Allegro assai (F minor)
Andante con moto (D
♭
major)
Allegro ma non troppo - Presto (F minor)",Classical,Classical,Piano,"https://imslp.org/wiki/Piano_Sonata_No.23,_Op.57_(Beethoven,_Ludwig_van)",Appassionata,1804–06,"Piano Sonata No. 23
;
Sonata per a piano núm. 23
;
Klaviersonate Nr. 23
;
Sonata para piano n.º 23
;
Pianoarentzako 23. sonata
;
سونات ۲۳ پیانو
;
Pianosonaatti nro 23
;
Sonate pour piano nº 23 de Beethoven
;
סונאטה מס' 23 של בטהובן
;
Sonata per pianoforte n. 23
;
ピアノソナタ第23番
;
피아노 소나타 23번
;
Pianosonate nr. 23
;
Sonata fortepianowa nr 23 f-moll op. 57
;
Соната для фортепиано № 23
;
Klavirska sonata br. 23
;
Pianosonat nr 23
;
Соната для фортепіано № 23
;
第23钢琴奏鸣曲
;
Appassionta
;
السوناتا العاطفية
;
Σονάτα για πιάνο No. 23
;
Klaversonate nr. 23
;
Sonato por piano n-ro 23
;
سۆناتای ژمارە ٢٣ بۆ پیانۆ
;
Sonata Rhif 23 i'r Piano","WorldCat
;
Wikipedia
;
VIAF
:
180339527
;
LCCN
:
n81015458
;
GND
:
300016808
;
BNF
:
139082238",,".
1807",Graf Franz von Brunsvik,"Piano Sonata No. 23 in F Minor, Op. 57
;
Appassionata (apocrifo)
;
Sonata fortepianowa nr 23 Beethovena
;
Pianosonate nr. 23 (Beethoven)
;
Sonata para piano n.º 23 en fa menor, Op. 57",,
00757,Invention in G major,"Bach, Johann Sebastian",BWV 781 ; BC L 36,IJB 848,G major,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_G_major,_BWV_781_(Bach,_Johann_Sebastian)",Inventio 10,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.10)",,,,
00748,Invention in C minor,"Bach, Johann Sebastian",BWV 773 ; BC L 28,IJB 328,C minor,1 invention,Baroque,Baroque,Piano,"https://imslp.org/wiki/Invention_in_C_minor,_BWV_773_(Bach,_Johann_Sebastian)",Inventio 2,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Inventions
(No.2)",,,,
56695,Rondo,"Mozart, Wolfgang Amadeus",K.494,IWM 451,F major,1,Classical,Classical,Piano,"https://imslp.org/wiki/Rondo_in_F_major,_K.494_(Mozart,_Wolfgang_Amadeus)",Rondo No.2,1786,,,,,,,,
02227,Prelude and Fugue No.22 in B-flat minor,"Bach, Johann Sebastian",BWV 867 ; BC L 101,IJB 499,B-flat minor,"2 movements:
Præludium
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Prelude_and_Fugue_in_B-flat_minor,_BWV_867_(Bach,_Johann_Sebastian)",Præludium et Fuga a 5 voci,"1722 in
Das wohltemperierte Klavier I, BWV 846-869
(No.22)","Präludium und Fuge b-Moll BWV 867
;
Prélude et fugue en si bémol mineur (BWV 867)
;
Прелюдия и фуга си-бемоль минор, BWV 867","Wikipedia
;
GND
:
300190166",,".
1801",,,,
03088,Mephisto Waltz No.2,"Liszt, Franz",S.515 ; LW.A288,IFL 252,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Mephisto_Waltz_No.2,_S.515_(Liszt,_Franz)",Zweiter Mephisto-Walzer,1880–81,,,,".
1881",Camille Saint-Saëns,,,
114891,Waltz,"Chopin, Frédéric",Op.42,IFC 113,A-flat major,1 waltz (Vivace),Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltz_in_A-flat_major,_Op.42_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1840,"Waltz No. 5 in A-flat major, Op. 42
;
ワルツ第5番 (ショパン)
;
Большой вальс, соч. 42
;
Grande Valzer op. 42
;
Vals en la bemoll major
;
왈츠, Op. 42
;
Vals en la bemol mayor, op. 42
;
والس در لا بمل ماژور","WorldCat
;
Wikipedia
;
LCCN
:
no96049320",,".
1840",,"Waltz in A-flat Major, Op. 42",,
475067,Variations in F minor,"Haydn, Joseph",Hob.XVII:6,IJH 604,F minor,"Theme, 2 variations, coda (228 bars)",Classical,Classical,Piano,"https://imslp.org/wiki/Variations_in_F_minor,_Hob.XVII:6_(Haydn,_Joseph)",Andante with Variations; Andante con variazioni,1793,"Variations en fa mineur de Joseph Haydn
;
アンダンテと変奏曲ヘ短調
;
Andante mit Variationen f-Moll Hob. XVII/6
;
변주곡 바단조","WorldCat
;
Wikipedia
;
LCCN
:
n81048141",,".
1799 – Vienna:
Artaria",,"Andante with variations in F minor, H.XVII:6
;
Un piccolo divertimento",,
456369,Papillons,"Schumann, Robert",Op.2,IRS 104,,"12 pieces:
Introduction. Moderato (D major)
1. Waltz (D major)
2. Waltz. Prestissimo (E
♭
major)
3. Waltz (F
♯
minor)
4. Waltz (A major)
5. Polonaise (B
♭
major)
6. Waltz (D minor)
7. Waltz (F minor). Semplice
8. Waltz (C
♯
minor)
9. Waltz. Prestissimo (B
♭
minor)
10. Waltz. Vivo (C major)
11. Polonaise (D major)
12. Finale (D major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Papillons,_Op.2_(Schumann,_Robert)",,1829-31,"蝶々
;
蝴蝶
;
Бабочки
;
나비","WorldCat
;
Wikipedia
;
VIAF
:
185384500
;
GND
:
300145950
;
BNF
:
139189551
;
BNE
:
XX2182544",,".
1831",,"Papillons, Op. 2",,
54571,4 Marches Op.76,"Schumann, Robert",Op.76,IRS 95,,4 pieces,Romantic,Romantic,Piano,"https://imslp.org/wiki/4_Marches,_Op.76_(Schumann,_Robert)",,1849,,,,,,,,
53200,Abegg Variations,"Schumann, Robert",Op.1,IRS 1,F major,"Theme, 3 Variations, Finale",Romantic,Romantic,Piano,"https://imslp.org/wiki/Abegg_Variations,_Op.1_(Schumann,_Robert)",,1829-1830,"Variations sur le nom « Abegg »
;
«Աբեգգ» անվան վարիացիաներ
;
Variations on the name ""Abegg""
;
アベッグ変奏曲
;
Abegg-Variationen
;
Variazioni sul nome ""Abegg""
;
Variaciones Abegg
;
아베크 변주곡","WorldCat
;
Wikipedia
;
VIAF
:
175798780
;
GND
:
30014685X
;
BNF
:
148247174",7-8 minutes,".
1831 (November) - Leipzig:
Kistner
. Plate 974, 11 pages",,"Variations Abegg
;
Վարիացիաներ ""Աբեգգ""անվան վրա
;
Variazioni Abegg",,
75183,Quasi valse,"Scriabin, Aleksandr",Op.47,IAS 72,,1,Romantic,Romantic,Piano,"https://imslp.org/wiki/Quasi_valse,_Op.47_(Scriabin,_Aleksandr)",,1905,,,,".
1905",,,,
53698,12 Valses Nobles,"Schubert, Franz",D.969 ; Op.77,IFS 795,,12 waltzes,Romantic,Romantic,Piano,"https://imslp.org/wiki/12_Valses_nobles,_D.969_(Schubert,_Franz)",,,,,,".
1827",,,,
109480,Carnaval,"Schumann, Robert",Op.9,IRS 18,,"21 pieces:
Préambule (A
♭
major)
Pierrot (E
♭
major)
Arlequin (B
♭
major)
Valse noble (B
♭
major)
Eusebius (E
♭
major)
Florestan (G minor)
Coquette ((B
♭
major)
Réplique (B
♭
major)
Papillons (B
♭
major)
Lettres dansantes (E
♭
major)
Chiarina (C minor)
Chopin (A
♭
major)
Estrella (F minor)
Reconnaissance (A
♭
major)
Pantalon et Colombine (F minor)
Valse allemande (A
♭
major)
Paganini (F minor-A
♭
major)
Aveu (D
♭
major)
Promenade (A
♭
major)
Pause (A
♭
major)
Marche des Davidsbündler contre les Philistins (A
♭
major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Carnaval,_Op.9_(Schumann,_Robert)","Schwänke auf vier Noten für Pianoforte von Florestan, Op.12",1833-35,"Καρναβάλι (Σούμαν)
;
Carnaval (Schumann)
;
Карнавал (Шуман)
;
謝肉祭 (シューマン)
;
Canaval
;
사육제
;
狂欢节","WorldCat
;
Wikipedia
;
VIAF
:
186302203
;
LCCN
:
n81149806
;
BNF
:
13919063d",,".
1837","Karol Józef Lipiński
(1790–1861)","Carnaval de schumann
;
Carnaval de Schumann
;
Carnaval, Op. 9
;
Sinfonía Opus 9 ""Carnaval""
;
Carnaval: scènes mignonnes sur quatre notes
;
狂欢节, Op. 9
;
Karneval",,
53696,34 Valses sentimentales,"Schubert, Franz",D.779 ; Op.50,IFS 796,,34 waltzes,Romantic,Romantic,Piano,"https://imslp.org/wiki/Valses_sentimentales,_D.779_(Schubert,_Franz)",,,,,,".
1825",,,,
01325,Toccata (Præludium) and Fugue in F major,"Bach, Johann Sebastian","BWV 540 ; BC J 39, 55, 73",IJB 628,F major,"2 sections:
Toccata (Præludium)
Fuga",Baroque,Baroque,Piano,"https://imslp.org/wiki/Toccata_and_Fugue_in_F_major,_BWV_540_(Bach,_Johann_Sebastian)",Toccata (Præludium) et Fuga in F,,"Toccata und Fuge F-Dur BWV 540
;
Toccata og fuge i F-dur, BWV 540
;
Toccata y Fuga en Fa mayor, BWV 540
;
Toccata e fuga in Fa maggiore
;
Toccata et fugue en fa majeur
;
Tokato kaj fugo F-maĵora BWV 540
;
Toccata ha fugenn e fa muiañ
;
トッカータとフーガ ヘ長調 BWV 540","Wikipedia
;
BNF
:
139096615",,".
1832 – Leipzig:
C.F. Peters",,トッカータとフーガ ヘ長調,,
00771,Sinfonia in G major,"Bach, Johann Sebastian",BWV 796 ; BC L 51,IJB 863,G major,1 sinfonia,Baroque,Baroque,Piano,"https://imslp.org/wiki/Sinfonia_in_G_major,_BWV_796_(Bach,_Johann_Sebastian)",Sinfonia 10,"1723 in
Inventions and Sinfonias",,,,".
1801 in
15 Sinfonias, BWV 787-801
(No.10)",,,,
318762,"Waltz, WoO 84","Beethoven, Ludwig van",WoO 84,ILB 333,E-flat major,Waltz,Classical,Classical,Piano,"https://imslp.org/wiki/Waltz,_WoO_84_(Beethoven,_Ludwig_van)",,1824,,,,,,,,
13340,Les adieux,"Liszt, Franz",S.409 ; LW.A237 ; R.169,IFL 4,,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Les_adieux,_S.409_(Liszt,_Franz)",Rêverie sur un motif de l'opéra Romeo et Juliette,1867,,,9 minutes,".
1868, Berlin:
Bote & Bock",,,,
98358,Piano Sonata,"Liszt, Franz",S.178 ; LW.A179,IFL 297,B minor,1 movement,Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_B_minor,_S.178_(Liszt,_Franz)",Klaviersonate h-Moll,"1852-53
First Perf
ormance
.
1857-01-22 — Berlin:
Hans von Bülow
(piano)","Sonate pour piano en si mineur de Liszt
;
Piano Sonata in B Minor
;
Pianosonate in b mineur
;
Sonata para piano (Liszt)
;
Sonata in si minore
;
h-moll szonáta
;
Klavírní sonáta h moll (Liszt)
;
Pianosonaatti h-molli (Liszt)
;
ピアノソナタ (リスト)
;
Sonata en si menor (Liszt)
;
Соната си-минор (Лист)
;
Sonata per a piano en si menor
;
Sonata pro clavile in b maiore, s. 178 (Liszt)
;
Соната сі мінор
;
B小调钢琴奏鸣曲
;
B小調鋼琴奏鳴曲
;
Σονάτα για Πιάνο σε Σι ελάσσονα
;
סונאטה לפסנתר בסי מינור
;
피아노 소나타","WorldCat
;
Wikipedia
;
LCCN
:
n81022354
;
BNF
:
13918278r",25-30 minutes,".
1854 (June) – Leipzig:
Breitkopf und Härtel
, Plate 8877, 35 pages","Robert Schumann
(1810–1856)","Sonate en Si Mineur (Liszt)
;
Sonate en si mineur (Liszt)
;
Sonate en si mineur
;
Sonate pour piano de Liszt
;
Sonate pour piano en si mineur de liszt
;
Pianosonate in B-mineur (Liszt)
;
Sonáta h moll pro klavír (Liszt)
;
Klavírní sonáta (Liszt)
;
Sonáta pro klavír (Liszt)
;
Franz Lisztin h-molli-sonaatti
;
H-molli-sonaatti
;
H-molli-sonaatti (Liszt)
;
Sonata en Si menor
;
Sonata para piano en Si menor
;
Sonata en Si menor (Liszt)
;
Piano Sonata in B Minor, S. 178
;
B小调奏鸣曲",,
00361,Piano Sonata in A major,"Schubert, Franz",D.959,IFS 593,A major,"4 movements:
Allegro (A major)
Andantino (F
♯
minor)
Scherzo
. Allegro vivace —
Trio
. Un poco più lento (A major)
Rondo
. Allegretto (A major)",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_in_A_major,_D.959_(Schubert,_Franz)",Piano Sonata No.14; Piano Sonata No.20,1828 September,"Klaviersonate Nr. 20
;
Sonata in A major, D. 959
;
Sonate pour piano nº 20 de Schubert
;
ピアノソナタ第20番
;
Sonata per a piano núm. 20 en la major, D 959
;
Sonata para piano en la mayor (Schubert)","WorldCat
;
VIAF
:
184686002
;
LCCN
:
n81149796
;
GND
:
300141920",42 minutes,".
1839 − Vienna:
Diabelli",,"Klaviersonate Nr. 20 A-Dur D 959
;
D 959
;
Sonate pour piano n° 20 en la majeur, D. 959
;
Piano Sonata in A Major, D. 959",,
64115,Ballade No.4,"Chopin, Frédéric",Op.52,IFC 8,F minor,1 ballade (Andante con moto),Romantic,Romantic,Piano,"https://imslp.org/wiki/Ballade_No.4,_Op.52_(Chopin,_Fr%C3%A9d%C3%A9ric)",Quatrième ballade pour piano,1842 (revised 1843),"Balada em Fá menor
;
バラード第4番
;
Ballada op. 52
;
Ballata n. 4 op. 52
;
Ballade Nr. 4
;
Ballade No. 4 in F minor, Op. 52
;
Balada para piano n.º 4 en fa menor op. 52
;
발라드 4번
;
Ballade No. 4 (Chopin)
;
Μπαλάντα αρ. 4 σε Φα ελάσσονα, έργο 52
;
Ballade n° 4","WorldCat
;
Wikipedia
;
VIAF
:
184092271
;
LCCN
:
no97074842
;
BNF
:
14806067t",,".
1843","A Mme. la Baronne C. de Rothschild (
Charlotte de Rothschild
, 1825–1899)","Balada em Fa menor
;
Op. 52",,
13656,Ave Maria,"Liszt, Franz",S.182 ; LW.A215 ; R.67,IFL 28,E major,1 piece,Romantic,Romantic,Piano,"https://imslp.org/wiki/Ave_Maria_(Die_Glocken_von_Rom),_S.182_(Liszt,_Franz)","Ave Maria für die große Klavierschule von Lebert und Stark
Die Glocken von Rom / The Bells of Rome",1862,,,5–6 minutes,".
1863",,,German,
05060,6 Variations in F major,"Beethoven, Ludwig van",Op.34,ILB 297,F major,"theme, 6 variations, coda:
Theme. Adagio, cantabile (F major)
Variation 1 (D major)
Variation 2. Allegro, ma non troppo (B
♭
major)
Variation 3. Allegretto (G major)
Variation 4. Tempo di Minuet (E
♭
major)
Variation 5. Marcia. Allgretto (C minor)
Variation 6. Allegretto (F major)
Coda. [Allegretto] - Adagio molto (F major)",Classical,Classical,Piano,"https://imslp.org/wiki/6_Variations_in_F_major,_Op.34_(Beethoven,_Ludwig_van)",Six variations for piano on an original theme in F major,1802,,,,".
1803","Anna Luise Barbara Odescalchi, geb. Gräfin von Keglevics",,,
508537,Valse,"Scriabin, Aleksandr",,IAS 87,D-flat major,1 waltz,Romantic,Romantic,Piano,"https://imslp.org/wiki/Waltz_in_D-flat_major_(Scriabin,_Aleksandr)",,1886,,,,".
1927 or before",,,,
10914,Piano Sonata No.3,"Scriabin, Aleksandr",Op.23,IAS 31,F-sharp minor,"4 movements:
I. Drammatico
II. Allegretto
III. Andante
IV. Presto con fuoco",Romantic,Romantic,Piano,"https://imslp.org/wiki/Piano_Sonata_No.3,_Op.23_(Scriabin,_Aleksandr)",,1897–98,"Klaviersonate Nr. 3
;
ピアノソナタ第3番
;
Klavirska sonata št. 3
;
Piano Sonata No. 3
;
sonate pour piano nº 3 op. 23
;
Соната для фортепиано № 3
;
Sonata per pianoforte n. 3 (Skrjabin)
;
Sonata para piano n.º 3 (Skriabin)","WorldCat
;
Wikipedia
;
LCCN
:
no97075526
;
BNF
:
139193292",,".
1898
Hofmeister's
Monatsbericht
(1898), p.608
.",,"sonate pour piano nº 3 de Scriabine
;
États d'âme
;
Piano Sonata No. 3 in F-sharp minor, Op. 23",,
113141,Ballade No.3,"Chopin, Frédéric",Op.47,IFC 7,A-flat major,1 ballad (Allegretto),Romantic,Romantic,Piano,"https://imslp.org/wiki/Ballade_No.3,_Op.47_(Chopin,_Fr%C3%A9d%C3%A9ric)",,1841,"Ballade No. 3 in A-flat major, Op. 47
;
Ballade Nr. 3
;
Balada n.º 3 op.47
;
Ballata n. 3 op. 47
;
Balada em Lá bemol maior (Chopin)
;
バラード第3番 (ショパン)
;
Ballada op. 47 (Chopin)
;
발라드 3번
;
Μπαλάντα αρ. 3 σε Λα ύφεση μείζονα, έργο 47
;
Ballade N°3","WorldCat
;
Wikipedia
;
VIAF
:
301552296
;
LCCN
:
no97074811
;
GND
:
300036787
;
BNF
:
14806066g",,".
1841",A Mlle. Pauline de Noailles,"Balada n.º 3
;
Op. 47",,
